Quarter,GDP252,GDP253,GDP254,GDP255,GDP256,GDP257,GDP258,GDP259,GDP260,GDP261,GDP266,GDP267,GDP268,GDP269,GDP271,GDP272,GDP274,GDP275,GDP276,GDP277,GDP278,GDP279,GDP280,GDP281,GDP282,GDP284,GDP285,GDP286,GDP287,GDP288,GDP289,GDP290,GDP291,GDP292,IPS11,IPS299,IPS12,IPS13,IPS18,IPS25,IPS32,IPS34,IPS38,IPS43,IPS307,IPS306,CES275,CES277,CES278,CES003,CES006,CES011,CES015,CES017,CES033,CES046,CES048,CES049,CES053,CES088,CES140
142,0.0071383,0.010829,0.0084993,0.0056889,-0.017635,0.0099985,0.018689,-0.0012001,0.025484,-0.010659,0.023742,0.011368,0.0099166,0.0050242,0.0055138,0.0018618,0.001234,0.0061219,0.0022765,0.00049289,0.00059365,-0.0012284,0.0059272,-0.0037656,0.0047945,0.0024333,0.0033791,-0.0017799,-0.011079,0.004078,0.0018639,0.0019546,0.0019564,0.001529,0.0088744,0.0091574,0.0087364,0.023514,0.0032214,0.018664,0.016836,0.024924,0.011099,0.014359,-0.00059827,-0.0016342,0.0018199,0.0015709,0.0030347,0.0076351,-0.0029549,0.013761,0.0062081,0.0084572,0.0029022,0.0090393,0.011507,0.010722,0.011863,-0.0013565,0.0031632
143,0.0098585,0.035114,0.0096259,0.0046752,0.045342,0.027225,0.043205,0.010221,0.054698,-0.012869,-0.027362,0.0034812,0.0087054,0.012007,0.011679,-0.0013553,-0.0052765,-0.0072594,-0.0026178,-0.00080817,-0.0016202,-0.0030166,0.0020568,-0.0047485,0.0025058,0.00015638,-0.011509,0.0022855,0.007888,-0.0014475,-0.0014689,-0.002566,-0.0027906,-0.0010232,0.016861,0.017369,0.012555,0.020727,0.0094561,0.03019,0.022901,0.038411,0.010578,0.023396,-0.029721,0.013999,0.00073753,-0.00076118,0.0013322,0.0071144,-0.0050609,0.011207,0.0063638,0.009458,0.0017855,0.0081567,0.01088,0.010971,0.011405,-0.0050544,0.0026714
144,0.0016337,-0.01973,0.0011967,0.0063624,0.0099699,0.02239,0.040106,0.024654,0.045123,-0.022579,-0.0018641,0.0078778,0.004571,0.0032957,0.0044368,0.0017269,0.0015287,-0.00077775,0.00064392,0.0019831,0.0018973,0.003112,-0.0022474,0.0049774,-0.00087507,0.0042952,-0.00040035,0.0038353,0.0035472,0.0042159,0.0017297,0.0012858,0.001398,0.0017256,0.010233,0.011116,0.0075893,0.014071,0.0050409,0.022655,0.015141,0.026209,0.006968,0.013146,0.022956,0.015471,-0.0031751,-0.00806,-0.0014212,0.0040283,-0.011025,0.0035165,0.004645,0.0074059,0.00053021,0.0082192,0.0084595,0.011723,0.007544,-0.0034165,0.0022694
145,0.0082531,0.011662,0.0050107,0.0092267,-0.027119,-0.0036714,0.0068561,0.019901,0.0024876,-0.032441,-0.0018676,0.0076983,0.0055313,0.0020228,0.0020883,-0.0027585,-0.0047792,0.003207,0.00062972,-0.0011077,-0.00081403,0.0016929,-0.0052832,0.004153,-0.0075996,-0.0029695,0.013094,-0.0066774,-0.0099728,-0.0045447,-0.0027631,-0.0010088,-0.0010105,-0.0028681,0.0018641,0.0023138,-3.86E-05,-0.0087769,0.0033102,0.011326,0.004216,0.0095641,-0.0073343,0.0015403,0.025774,-0.014396,0.0025678,0.012091,-0.0016662,0.0004898,-0.0093603,0.0034406,-3.86E-05,0.0026386,-0.004056,0.0046401,0.0038879,0.0060439,0.0039489,-0.001223,0.0011328
146,0.0086795,0.029269,0.0036824,0.0068646,-0.0094655,0.013245,0.0068094,0.0072993,0.0065446,0.030547,-0.00949,0.00058973,0.011578,0.0037817,0.006117,0.00052829,-0.0021719,-0.0014459,-0.00096344,-0.0022833,-0.0020001,-0.0024485,0.0041175,-0.0047635,-0.00060355,-0.010144,-0.02418,-0.00058215,0.0022403,-0.0025316,0.00052912,-0.001318,-0.0012121,0.00052823,0.012433,0.013052,0.0097506,0.0061563,0.011087,0.02522,0.0057951,0.017826,-0.01517,0.0079631,0.044894,0.010608,0.001746,-0.006434,0.0042914,0.00080621,-0.0082477,0.0094955,-0.001604,0.00064251,-0.004996,0.0050073,0.0031609,0.0041253,0.0032059,0.0023468,-1.72E-05
147,0.0067672,0.018341,0.0035507,0.0061023,0.027677,0.020656,0.019996,-0.0084367,0.029874,0.022622,-0.038681,0.0050573,0.0061606,0.0066462,0.0087432,0.00062939,0.0014392,-0.00044553,-0.00027144,-0.0015834,-0.0012951,-0.0022581,-0.0024645,-0.0023643,0.0013733,-0.0022136,-0.0017462,0.0056082,0.014388,0.00032898,0.00073839,0.00084725,0.00074003,0.00062932,0.0052244,0.0033561,0.00080191,0.0092522,-0.0024453,0.016,0.01213,0.030147,-0.0055276,0.01038,-0.013983,-0.0014813,-0.0033825,-0.0027247,-0.0035505,0.0017398,-0.0071672,0.011464,-0.0010063,0.0021174,-0.0057544,0.0053127,0.0039858,0.0024316,0.0020997,0.0047744,0.0016625
148,0.0087902,0.010695,0.0056551,0.0098523,0.013856,0.024873,0.024407,0.017673,0.026677,0.025861,0.02064,-0.0027019,0.0086331,0.0090825,0.0074681,0.0012635,0.0034435,0.0063398,-0.0004891,-0.0034728,-0.0031911,-0.0038808,-0.0073295,-0.0024047,-0.0017578,0.0027734,0.0045854,0.0032446,-0.0035682,0.0076316,0.0013714,0.0012635,0.0014793,0.0012633,0.0042867,0.004775,0.000229,-0.013441,0.0053144,0.017438,0.010931,0.023356,-0.01132,0.0053168,0.058416,0.021584,0.0019967,0.0042457,0.0020979,0.0020379,0.0022943,0.0099781,-0.00040666,0.0024646,-0.0048044,0.0047043,0.0026392,0.0022431,0.0033723,0.0056221,0.0012665
149,0.01088,0.032432,0.011796,0.0057712,0.050171,0.031997,0.028343,0.02163,0.030681,0.0414,0.019628,0.014365,0.013401,0.017921,0.015126,-0.0027041,-0.0085425,0.00090405,0.001732,0.0009808,0.00019017,-3.45E-05,0.0030479,-0.001308,0.00090508,-0.0016447,-0.00039694,-0.015693,-0.023232,-0.011487,-0.0030306,-0.0024785,-0.0026969,-0.0027038,0.018911,0.019926,0.015563,0.049064,0.0028609,0.030935,0.020066,0.0299,0.010843,0.021847,-0.01221,0.0016726,0.0042053,-0.0004917,0.0054645,0.0046057,0.0076297,0.017726,0.00044538,0.0040199,-0.0050745,0.0071263,0.005768,0.0049499,0.0063701,0.0068874,0.0017943
150,0.0063523,0.0082341,0.0055575,0.0063217,0.048587,0.02283,0.032664,0.011965,0.039755,-0.0027768,-0.024393,0.0092337,0.0041145,0.01125,0.0077711,0.0012649,0.003983,-0.0091166,-0.00028085,0.0061713,0.0059019,0.005796,0.0091548,0.0047406,0.0063571,-0.0035093,-0.006741,0.008866,0.012639,0.0068114,0.0014804,0.00094475,0.00094594,0.0012648,0.011285,0.010144,0.0012767,0.018036,-0.0052633,0.032554,0.015369,0.029226,0.008773,0.018858,-0.057235,0.00059402,-0.0028547,0.0039199,-0.0053544,0.004542,0.00047867,0.014853,0.0014703,0.0032742,-0.0013345,0.0064654,0.0059955,0.0061787,0.006781,0.0076504,0.00078505
151,0.0082099,0.020082,0.0083933,0.005702,-0.0036652,0.016552,0.026546,0.049225,0.018614,-0.010248,-0.0018308,0.015278,0.014905,0.0065944,0.012356,-0.00044525,-0.00047023,0.0087102,0.0001604,-0.0039805,-0.0034006,-0.0024814,-0.00589,-0.0011874,-0.005976,-0.0026015,0.012847,0.00084803,0.0026933,-0.00037484,-0.0005528,0.0012495,0.0013567,-0.00055106,0.012905,0.012137,0.0085565,-0.0069988,0.014647,0.023412,0.014456,0.022335,0.010834,0.014131,0.034288,0.020062,-0.0025353,-0.0049006,-0.0013487,0.0047194,0.0026883,0.013812,0.0018927,0.0038011,-0.0010887,0.0061599,0.0055508,0.0074983,0.007209,0.0056996,0.0012275
152,0.010843,0.028496,0.0059361,0.009355,0.020861,0.01919,0.025031,0.0084273,0.030915,0.0033888,-0.01291,0.0096837,0.0073699,0.010698,0.0068118,0.0010357,-0.00038323,-0.0042249,-0.0013563,-0.00069798,-0.0010006,-0.0012529,0.0027911,-0.0030171,8.77E-05,0.0071214,-0.013439,0.0014854,0.0026401,0.00084057,0.0011424,-0.0012888,-0.0013965,0.0012473,0.016965,0.017018,0.0087052,0.02373,0.0026498,0.040284,0.021731,0.03505,0.016477,0.022473,-0.026452,-0.0035714,0.0043588,0.0081918,0.0027838,0.0045002,0.012274,0.0094921,0.0024667,0.0045423,-0.00079251,0.0065447,0.0031717,0.0047815,0.00091409,0.006044,0.0018555
153,0.0045611,-0.0032944,0.00034139,0.0084707,0.064347,0.021416,0.024555,-0.0088849,0.036135,0.01252,0.021728,0.004026,0.0078853,0.01537,0.01632,-0.0018102,-0.005872,-0.0061932,-0.00014813,-0.00020214,0.00029842,0.00037037,-0.00099988,0.001108,-0.00024927,0.0017693,-0.0073532,-0.0068926,-0.0080838,-0.006175,-0.0018132,-0.0029506,-0.0028489,-0.0019158,0.012417,0.01168,0.00022127,-0.00090394,0.00074068,0.038837,0.019385,0.037139,0.0067047,0.018343,0.0080395,0.019558,-0.0049454,-0.0072243,-0.0051721,0.0051524,0.0085087,0.011711,0.0028254,0.0054925,-0.0013884,0.0074527,0.004732,0.0068993,0.0034413,0.0088115,0.0011049
154,0.016319,0.0449,0.014346,0.011221,0.019908,0.037779,0.049938,0.037503,0.054097,0.004483,-0.0064791,0.0040098,0.015138,0.014104,0.011704,-0.00084899,0.0033763,0.0028801,-0.00089345,0.0011959,0.0014022,0.00056737,0.0017021,0.00012374,0.0037546,-0.0018767,0.012591,0.0013025,-0.00021531,0.0020799,-0.00074578,0.0008368,0.00094215,-0.0008489,0.021285,0.023536,0.018704,0.032993,0.012856,0.038073,0.024963,0.036363,0.013662,0.025586,-0.013461,-0.010726,0.0011733,0.0022959,0.0025247,0.00553,0.0057681,0.01072,0.0038695,0.0077945,-0.0023846,0.0056878,0.0026072,0.0073095,0.0037489,0.0088733,0.0020026
155,0.010279,0.024798,0.0039178,0.010316,0.016272,0.0087943,0.0081706,0.007466,0.0084706,0.010156,-0.0073395,0.0035508,0.0061477,0.0094831,0.0066905,0.00072365,0.0014658,0.0011689,0.00029031,-0.0013003,-0.0020055,-0.0022376,0.00032631,-0.0031199,-0.0011732,-0.0014947,-4.21E-05,0.0042099,0.0043712,0.0041276,0.00051417,0.0010406,0.00083145,0.00072358,0.026441,0.02824,0.025477,0.045065,0.017322,0.038701,0.022302,0.039889,0.010937,0.026426,0.062294,-0.010001,0.0052014,0.0022359,0.0069915,0.0074919,0.0028426,0.010381,0.0067073,0.010227,0.001044,0.0079696,0.008758,0.0065169,0.006831,0.01017,0.0047866
156,0.010961,0.0044783,0.012766,0.011315,0.050841,0.029646,0.033138,0.0015302,0.044132,0.020452,-0.024652,0.0050823,0.0071064,0.014899,0.010942,-0.00084326,-0.0022098,-0.0072462,-0.0003488,-0.004223,-0.0034279,-0.0030545,0.0034667,-0.0053903,-0.0045449,-0.0057143,-0.022028,-0.0040146,-0.0022535,-0.0048071,-0.00063571,-0.0031368,-0.0029304,-0.00094723,0.0095771,0.0096795,0.0014455,0.01089,-0.0026033,0.024959,0.012509,0.023151,0.00019081,0.014661,-0.06944,-0.018519,-0.0046179,-0.0024058,-0.0078616,0.0064067,0.0054883,0.01284,0.0043774,0.0080828,-0.001641,0.0058795,0.0032846,0.0073714,0.00069386,0.0096593,0.0013995
157,0.015833,0.045179,0.012278,0.011188,-0.016041,0.029606,0.030287,0.038355,0.027544,0.027321,0.024959,0.017371,0.014281,0.01103,0.0062463,-0.00062923,0.00042357,0.0041558,-0.00065905,0.0031985,0.0024038,0.0020017,-0.0035305,0.0039507,0.0039246,0.0044468,0.017518,0.00053033,-0.0013852,0.0013995,-0.00073449,0.0012523,0.0011485,-0.00042105,0.0092795,0.0079665,0.0054458,-0.0065653,0.010373,0.015954,0.0057818,0.0075334,-0.0010181,0.0065808,0.050229,-0.012401,-0.0026354,-0.0013117,-0.0025083,0.0037423,-0.013865,0.017507,-0.00037824,0.0018279,-0.0039894,0.0067709,0.0045352,0.0045926,0.0037459,0.010689,0.0037337
158,0.011985,0.027442,0.0070572,0.011064,0.022545,0.01408,0.0096195,-0.0083382,0.015826,0.02691,-0.0085256,0.018457,0.0099849,0.013318,0.0098919,0.0016538,-0.0002415,0.0054416,0.00018801,0.0017115,0.0022219,0.001644,-0.0027779,0.003135,0.0031979,-0.0023629,-0.00096882,0.0012734,-0.00032008,0.0021359,0.0016541,0.0015601,0.0015605,0.0014461,0.0076221,0.0058821,0.0012956,0.0028729,0.00078042,0.016592,0.0061426,0.01697,-0.0042425,0.0074833,0.032255,0.0019584,0.0002118,0.0015874,-0.00199,-0.00013683,-0.016314,0.018765,-0.0061855,-0.0066575,-0.0054111,0.006938,0.0050694,0.0025009,0.0052376,0.0099543,0.0050903
159,0.013355,0.057666,0.01418,0.003231,0.02416,0.028693,0.030381,0.0072866,0.038739,0.023739,0.0089346,0.0093132,0.015856,0.014437,0.015669,-0.00063139,0.00043299,-0.0022495,0.0017468,0.00060563,0.00030351,0.00067441,-0.00038404,0.00098789,-0.00074013,0.0048403,0.011883,0.00040705,0.0010536,7.31E-05,-0.00063233,0.00040754,0.00040709,-0.00052753,0.0088874,0.0087757,0.0048871,0.055005,-0.015622,0.018973,0.017008,0.039537,-0.0048065,0.017556,-0.05604,0.0059646,0.0036925,-7.76E-05,0.005925,0.0023919,-0.02173,0.017522,-0.0022484,0.00042888,-0.0066536,0.0068512,0.0047811,0.0027123,0.0047732,0.007302,0.0041667
160,0.0099802,-0.0038177,0.012929,0.011546,0.027486,0.01536,0.01784,-0.019121,0.030335,0.0085037,-0.0057418,0.01329,0.006146,0.012424,0.0097489,0.00091734,-0.00082791,0.0012632,-0.0023192,0.0024258,0.0021251,0.0027714,-0.0012147,0.0044337,0.00055106,0.00080827,-0.0050923,0.0030419,0.01088,-0.00098982,0.00081408,0.00019704,9.30E-05,0.0010201,0.0078678,0.0080251,0.0090476,0.0076165,0.0095662,0.0099289,0.014644,0.023441,0.0082847,0.012169,0.02547,0.052742,-0.0023751,-0.0035033,0.00044136,-0.00045061,-0.033255,0.012956,-0.0043587,-0.0031597,-0.0063418,0.007411,0.0064047,0.0051007,0.0074794,0.005935,0.0045138
161,0.01547,0.046167,0.010058,0.011414,0.00075582,0.024267,0.030065,0.0072665,0.037634,0.0086343,0.0043095,0.0069405,0.012284,0.011325,0.008819,0.00059984,0.0030893,0.0091084,0.001425,-0.0022231,-0.0017202,-0.0027906,-0.00056505,-0.0037415,0.00095338,0.0040791,0.018406,0.0010915,-0.0079104,0.0056669,0.0007024,0.0024582,0.002459,0.00039424,0.0038606,0.0029971,0.0012416,0.013383,-0.0037264,0.012108,0.016175,0.027551,0.0057176,0.010209,0.014608,0.0080217,0.0065801,0.0073777,0.0045451,0.0011739,-0.029283,0.018332,-0.0042816,-0.0019683,-0.0081253,0.0075677,0.0067271,0.0040653,0.0075913,0.0045919,0.0056467
162,0.010355,0.021047,0.0030185,0.011597,0.024205,0.018872,0.023759,-0.0079102,0.03414,0.0058491,0.019969,0.008327,0.010691,0.013173,0.010915,-0.001141,0.00086704,-0.0030547,-0.00023695,-0.0010112,-0.0015172,-0.0011174,0.00048162,-0.0014417,-0.0022937,9.79E-05,0.00096685,-7.71E-05,0.00017696,-0.00021444,-0.001142,-0.00095303,-0.00085104,-0.0010382,0.0043796,0.0025187,-0.0014141,0.010198,-0.0061843,0.015173,0.017831,0.030347,0.0018986,0.0093061,0.022508,0.013807,-0.0030866,-0.0046975,-0.0018121,0.0016221,-0.008694,0.011548,-0.0019067,-0.00015394,-0.0048349,0.0066498,0.0053545,0.0057203,0.0051815,0.0037888,0.0062369
163,0.012307,0.0069183,0.0222,0.0085846,0.036413,0.0052378,0.0024516,0.01025,0,0.012193,0.022723,0.012412,0.012109,0.016992,0.018439,0.001412,-0.0016964,-0.0013254,0.0017011,0.0027293,0.0027312,0.003897,0.0019114,0.0045138,-0.0005861,0.0026306,-0.0010148,0.00074589,0.0011971,0.00061433,0.0012082,0.00099409,0.00089151,0.001412,0.017362,0.017291,0.021511,0.024323,0.020467,0.013812,0.022286,0.030997,0.019256,0.023317,-0.049418,0.0083312,-0.0021039,0.002094,-0.0048458,0.003019,6.52E-05,0.013365,-0.00081,-0.00015396,-0.0019095,0.0078524,0.0061596,0.004902,0.0059915,0.00043457,0.0061169
164,0.015806,0.054578,0.00081284,0.01462,-0.017937,0.027108,0.0335,0.016853,0.039077,0.010081,-0.037586,0.0078558,0.01035,0.0061081,0.0019267,0.0035094,0.00086756,0.0040852,0.0025716,0.0038247,0.0043301,0.0025077,0.0032856,0.0022795,0.0092031,0.0018905,0.0011388,0.0065001,0.010564,0.0043486,0.0038136,0.003498,0.0035995,0.0035094,0.0075773,0.0048014,-0.0018935,0.01586,-0.0089541,0.02548,0.017297,0.035065,-0.0041018,0.01284,-0.0065811,-0.012471,0.0021585,9.41E-05,0.0044575,0.0041194,0.0014975,0.012745,0.00090638,0.003044,-0.0026898,0.0064102,0.0055483,0.0039111,0.0061795,0.00017378,0.0066453
165,0.0063537,-0.024937,0.013919,0.009495,0.063801,0.022721,0.034406,0.041432,0.032165,-0.0088898,0.039644,0.00020062,0.0082437,0.017406,0.015979,-0.0032685,0.0031742,-0.0035612,-0.0055954,-0.0022285,-0.0025338,-0.00070285,-0.0027494,-3.98E-06,-0.0073868,-0.0012421,-0.012588,-0.011655,-0.020055,-0.0075423,-0.0034716,-0.0049881,-0.00499,-0.0032685,0.012835,0.014106,0.01104,0.0068954,0.012796,0.027411,0.0109,0.019308,-3.11E-05,0.011471,0.04732,0.006428,-0.0011917,0.00085759,-0.0028963,0.00081104,0.0119,0.0024117,-5.78E-05,0.0022999,-0.0040484,0.0070791,0.0027245,-0.00178,0.004595,-0.00069529,0.01496
166,0.0095053,0.014597,0.0055933,0.010501,-0.02605,-0.0015917,0.0053572,0.022787,-0.00059553,-0.020752,-0.021474,0.0031045,0.0031987,0.00089726,-0.0017962,-0.00032335,-0.0049034,-0.00067794,0.00088178,0.0016888,0.0014877,0.0027981,0.0019126,0.0028973,-0.0018837,-0.003017,0.0084899,0.0065708,0.015038,0.0024307,-0.00032335,0.0013785,0.0012777,-0.0002236,0.00064224,0.0020036,-0.0035544,-0.020493,0.0032909,0.015165,-0.0026499,0.006617,-0.022612,-0.0011762,0.014973,0.0070062,-0.00029093,-0.0010683,0.00065076,0.00036475,0.0076854,0.0027001,-0.00080997,0.0019279,-0.0054758,0.0022472,0.00085148,-0.0045651,0.0019999,0.0019109,-0.0063381
167,0.0084288,0.0017973,0.0090229,0.009505,-0.0056929,0.0017905,0.0020756,0.0028366,0.0018846,0.00091125,-0.0025039,0.0060809,0.0065652,0.0051685,0.0074631,-0.00012037,0.0037885,-0.0049138,0.0015629,-0.0025065,-0.0023075,-0.0033997,0.0013583,-0.0051041,0.00053238,-0.0012006,-0.0084108,-0.0043598,-0.0084455,-0.0021737,-0.00012037,-0.0012229,-0.0012229,-0.00031988,-0.00083499,0.001355,-0.00023517,-0.026724,0.0095094,0.0024052,-0.0057711,-0.010564,-0.014501,-0.0070543,0.055693,-0.006383,0.0025189,0.00065426,0.0027066,-0.0027728,0.0090188,0.0012739,-0.0046022,-0.0030619,-0.0072426,0.0031586,0.0021319,-0.004083,0.0031259,0.005754,-0.0021163
168,0.0041388,0.016228,0.0012824,0.0027554,-0.03662,-0.006681,-0.010821,-0.021623,-0.006961,0.0053495,0.019464,0.0096925,0.003958,-0.0011904,-0.0027797,0.0036316,-0.001014,-1.20E-05,0.0062422,-0.0021921,-0.0029885,-0.0060054,0.0023739,-0.0089229,0.0051087,-0.00089766,-0.0093658,0.0011354,0.00077501,0.0012083,0.0035331,0.002152,0.002152,0.0037314,-0.0095555,-0.0075076,-0.0083677,-0.027422,-0.001562,-0.014954,-0.02191,-0.026007,-0.024105,-0.017156,0.0014907,0.00044987,-0.0050278,-0.0021578,-0.0076391,-0.0054734,0.008374,0.0050794,-0.0099926,-0.010512,-0.0091011,0.0029481,-0.0020557,-0.0098129,0.00095518,0.0062356,0.0060644
169,0.0024554,-0.00078555,-0.00029579,0.0045103,-0.019938,-0.022666,-0.03649,-0.010233,-0.046259,0.013697,0.021695,0.017465,0.0025644,0.001785,0.0035725,-0.00045623,-0.0043735,0.0049947,-0.0045214,0.0039746,0.0051685,0.0072099,0.001125,0.0092575,-0.0012365,-0.0034932,-0.0076494,-0.0032767,-0.00189,-0.0039684,-0.00016143,-0.0010239,-0.0009258,-0.00045623,-0.011976,-0.0093661,0.00047424,0.020366,-0.0066743,-0.042671,-0.015969,-0.016035,-0.024938,-0.014112,-0.059254,0.011763,0.0025176,-0.0076735,0.0077386,-0.014914,0.0067488,0.00029226,-0.021789,-0.025136,-0.016075,8.95E-05,-0.0069596,-0.0090287,-0.0068038,0.0040217,0.0075014
170,0.0044046,0.0076329,0.0059972,0.0029305,-0.027726,-0.011425,-0.01765,0.014515,-0.030347,0.0045572,9.62E-05,-0.0059175,-0.00088692,-0.0020828,-0.0062603,-0.0037518,0.00065568,-0.010614,-0.0033474,0.0012684,0.00086806,-0.00050248,3.70E-05,-0.001245,0.0045021,-0.0018181,0.0016203,-0.00040839,0.0026393,-0.002062,-0.0039484,-0.0031569,-0.0032552,-0.0037518,-0.01415,-0.015197,-0.0069668,-0.0060525,-0.0072249,-0.03999,-0.015549,-0.023387,-0.0056501,-0.01626,0.0023155,0.0050137,0.0011941,0.004639,0.00056936,-0.018345,-0.00062298,-0.0023404,-0.025635,-0.028625,-0.020574,0.00023447,-0.0050267,-0.006198,-0.0037471,0.0012375,0.0076812
171,0.016851,0.079338,0.011888,0.0057385,-0.064357,-0.028135,-0.035825,-0.10082,-0.010723,-0.0095343,0.020949,0.020131,0.0093225,0.0054458,0.0096226,0.00027579,0.0031404,-0.008201,0.0033348,-0.0046503,-0.0050439,-0.0034099,-0.01056,-0.00043876,-0.0097239,-0.003872,-0.012798,-0.0012764,-0.0010033,-0.0012677,0.00027577,-0.00088467,-0.00098226,0.00017881,-0.012834,-0.011956,0.00057958,-0.0036914,0.0020215,-0.041657,-0.012767,-0.022693,-0.0065751,-0.012269,-0.033349,0.0085707,-0.00071476,0.0023624,-0.0038985,-0.019147,-0.013236,-0.0054824,-0.025151,-0.029064,-0.018588,-0.0032071,-0.00843,-0.0073626,-0.0041949,0.0024704,0.0048746
172,0.0034513,-0.010774,0.0081995,0.0045479,0.031908,-0.016208,-0.034214,-0.0527,-0.02749,0.024641,0.0145,0.00864,-0.00058622,0.0088479,0.0020711,-1.74E-05,-0.0040494,0.010853,-0.0028276,-0.001085,-0.0010848,0.0024072,0.0040524,0.0019376,-0.0091449,0.0063442,0.022059,0.0099094,0.019776,0.0046223,-0.00011395,0.0021408,0.0022386,8.00E-05,0.0043412,0.0054765,0.013743,0.027376,0.0088797,-0.0093795,0.0086883,0.011462,0.011003,0.0074874,0.027868,0.019408,0.0011625,0.0013979,0.0034882,-0.015024,-0.0097085,-0.0037867,-0.020071,-0.023951,-0.01363,-0.0010001,-0.0058901,-0.0064356,-0.0044404,-0.00055318,0.0037767
173,0.005916,0.0088809,0.0032611,0.0064476,0.0047165,-0.0035774,-0.015603,-0.052575,-0.0023533,0.022717,0.029287,0.0023606,0.0041937,0.0067307,0.0045218,-0.00040201,0.003168,0.012697,0.00091783,0.0017751,0.0020709,-0.00030153,0.0034837,-0.0017807,0.0075198,0.0096304,0.028688,-0.0054701,-0.022936,0.0035808,-0.00020883,0.0024073,0.0024073,-0.00030583,0.0076603,0.0046466,0.0081693,0.026046,0.0011003,-0.0030241,0.023727,0.031886,0.024272,0.012645,0.068854,-9.93E-05,-0.0039888,-0.0029736,-0.003169,-0.011237,-0.020485,-0.0099528,-0.011513,-0.012596,-0.0097277,0.0010774,-0.0014616,-0.0035311,-0.0010733,-0.00059607,0.0047862
174,0.0055975,0.027321,0.00076577,0.0032561,0.014017,-0.0018479,-0.0049479,-0.042156,0.0081569,0.0048422,0.0074584,0.0047046,0.0034975,0.0068789,0.0070368,0.0001776,0.00028994,-0.011044,0.00099422,-0.00078919,-0.00078928,-0.00060381,-0.0023287,0.00028457,-0.0015209,0.00025221,-0.015776,-0.00080675,0.0013264,-0.0017994,-1.48E-05,-0.0019617,-0.0019617,-1.48E-05,0.0034264,0.0038613,0.004591,0.013333,0.00089933,-0.00026629,0.0080165,0.016505,0.0045997,0.0071071,-0.01301,-0.0072723,0.0022056,0.0028352,-5.22E-05,-0.0077354,-0.010205,-0.00019907,-0.010922,-0.012226,-0.0087786,0.00070528,-0.0017254,-0.0011444,-0.0034713,0.0019572,0.0026783
175,0.0034944,-0.013345,0.0088593,0.0044837,-0.0025441,-0.0034877,-0.012887,-0.013595,-0.012542,0.0156,0.024234,0.0050562,0.00029091,0.0041432,0.0023346,0.001606,-0.0021253,0.00077421,-0.00033372,0.0066737,0.0068672,0.0038194,0.0019478,0.0043799,0.013103,-0.0058405,-0.0071291,0.0023989,0.0087477,-0.0009119,0.0017975,0.0011333,0.0012291,0.0017024,-0.00039859,-0.00096392,0.0002655,0.0054543,-0.0018995,-0.0086934,-0.0015519,0.0002952,-0.0050973,-0.0022197,0.039014,-0.015416,0.00094251,-0.0018591,0.0031816,-0.0083046,-0.00092093,0.00054736,-0.012554,-0.014706,-0.0090319,0.0020666,-0.0016891,-0.0016954,-0.0014297,0.006229,0.0007573
176,0.0050781,0.001067,0.0094394,0.0038001,-0.0033282,-0.00098312,-0.0065651,-0.017981,-0.0025952,0.010113,0.00026211,-0.0055257,0.0033877,0.002305,0.0019414,0.002147,-0.0054678,0.0108,0.0017105,-0.00014674,0.00033439,-0.0026128,-0.00076949,-0.0030431,0.005478,0.0086561,0.025295,0.013303,0.015324,0.012147,0.0021455,0.0049161,0.0049142,0.0022417,0.0086337,0.0090046,0.010431,0.0081585,0.011277,-0.00036947,0.0051746,0.010375,-0.0063249,0.0060511,0.0052418,-0.0097953,-0.0016823,-0.0021742,-0.0022389,-0.010203,-0.0055435,-0.0038378,-0.013254,-0.016201,-0.0084647,0.00029311,-0.0036103,-0.0015384,-0.0038033,0.0046779,0.0020372
177,0.0089645,0.038787,0.0055277,0.0043524,0.0080793,0.025252,0.025432,0.034375,0.022345,0.024888,0.04501,-0.0019741,0.011051,0.0099275,0.010131,-0.0044795,0.0013596,-0.021046,-0.00025911,-0.0086712,-0.0096365,-0.0033164,-0.012159,-0.00043629,-0.021788,-0.0073865,-0.036674,-0.018943,-0.022899,-0.016824,-0.0046682,-0.0087782,-0.008967,-0.0046691,-0.0070403,-0.0060493,-0.0082435,-0.012164,-0.0066516,-0.0036348,-0.0083851,-0.0040002,-0.01071,-0.0050566,-0.048397,-0.013004,-0.0012477,0.0024402,-0.004522,-0.0096204,-0.0078395,0.0046334,-0.016177,-0.017766,-0.013611,-0.0003394,-0.00299,-0.0025495,-0.0015513,0.0067047,-0.0014194
178,0.014123,0.038655,0.018514,0.0069621,0.04061,0.031985,0.022338,-0.0021619,0.030896,0.050136,0.0010017,0.0051621,0.016774,0.016112,0.017698,0.0018673,0.00064392,0.016945,-0.0010725,0.0049563,0.005242,0.0049259,0.0062533,0.0045284,0.0058977,-0.00040144,0.016379,0.0029916,-0.0012828,0.0054599,0.0020555,0.0040563,0.0042449,0.0019621,0.0077976,0.009011,0.0084077,0.0279,0.00056429,0.011498,0.0042674,0.0090184,-0.0043638,0.0056828,0.01412,0.0090654,-0.00043352,-0.0060069,0.0031605,-0.0056204,0.0036617,0.0079216,-0.012238,-0.012473,-0.011859,0.0013908,-0.0010427,-0.0040152,0.00042271,0.0029192,-0.0011587
