,C,BAC,JPM,S&P
10/4/2002,279.8,29,16.54,800.58
10/7/2002,267.3,27.8,16.77,785.28
10/8/2002,278.4,28.6,16.6,798.55
10/9/2002,268.9,27.075,15.45,776.76
10/10/2002,285.7,28.33,15.95,803.92
10/11/2002,304.2,29.7,17.19,835.32
10/14/2002,303.1,30.355,16.88,841.44
10/15/2002,341.5,32.875,18.65,881.27
10/16/2002,338.5,33.425,18.29,860.02
10/17/2002,357.5,34.29,18.79,879.2
10/18/2002,349.8,34.66,18.97,884.39
10/21/2002,355.2,35.175,20.27,899.72
10/22/2002,355.3,34.825,19.91,890.16
10/23/2002,354.9,35.05,19.77,896.14
10/24/2002,346.7,34.24,19.7,882.5
10/25/2002,357,34.91,20.37,897.65
10/28/2002,363,34.75,21.25,890.23
10/29/2002,365,34.72,20.46,882.15
10/30/2002,370.8,35.225,21.05,890.71
10/31/2002,369.5,34.9,20.75,885.76
11/1/2002,376.5,35.13,21.52,900.96
11/4/2002,376,35.13,22.01,908.35
11/5/2002,380.1,35.51,22.47,915.39
11/6/2002,378.9,35.115,22.06,923.76
11/7/2002,364.5,33.72,20.6,902.65
11/8/2002,368.7,33.555,20.24,894.74
11/11/2002,357,33.375,20.42,876.19
11/12/2002,363.9,33.675,20.54,882.95
11/13/2002,350,33.655,20.95,882.53
11/14/2002,361.4,34.375,21.93,904.27
11/15/2002,369,34.395,22.09,909.83
11/18/2002,358.2,33.705,21.89,900.36
11/19/2002,364.4,34.11,21.95,896.74
11/20/2002,377.9,34.75,23.72,914.15
11/21/2002,389,35.71,24.89,933.76
11/22/2002,385.4,35.635,24.99,930.55
11/25/2002,386.5,35.6,24.95,932.88
11/26/2002,371,34.78,24.19,913.31
11/27/2002,389.1,35.495,25.19,938.87
11/29/2002,388.8,35.04,25.17,936.31
12/2/2002,385.2,34.555,25.22,934.53
12/3/2002,377,34.65,24.61,920.75
12/4/2002,378.5,34.425,24.7,917.57
12/5/2002,371.4,33.79,23.61,906.55
12/6/2002,375.6,34.12,24.43,912.23
12/9/2002,361.5,34.025,23.26,892
12/10/2002,367.9,34.69,24.15,904.45
12/11/2002,362.6,34.75,24.09,904.96
12/12/2002,366.2,34.77,24.15,901.59
12/13/2002,360,34.125,23.62,889.48
12/16/2002,374.8,35.14,24.8,910.4
12/17/2002,371.3,34.705,25.02,902.99
12/18/2002,371.5,34.235,24,891.12
12/19/2002,370,34.25,23.33,884.25
12/20/2002,381.4,35.15,24.87,895.75
12/23/2002,376.8,35.055,24.71,897.38
12/24/2002,365,34.875,24.2,892.47
12/26/2002,360.2,34.92,24.45,889.66
12/27/2002,351.7,34.585,23.8,875.4
12/30/2002,352.7,34.9,23.99,879.39
12/31/2002,351.9,34.785,24,879.82
1/2/2003,363.5,35.34,25.44,909.03
1/3/2003,361.1,35.12,25.94,908.59
1/6/2003,373.1,35.625,27.98,929.01
1/7/2003,369.8,35.68,27.84,922.93
1/8/2003,366.9,35.535,26.77,909.93
1/9/2003,370.3,36,27.3,927.58
1/10/2003,374.6,35.9,27.09,927.57
1/13/2003,370.4,36.19,27.28,926.26
1/14/2003,379.3,36.24,27.59,931.66
1/15/2003,374.5,35.725,27.08,918.22
1/16/2003,371.1,35.5,26.78,914.6
1/17/2003,368,35.74,26.19,901.78
1/21/2003,361.4,35.365,25.42,887.62
1/22/2003,359,35.45,24.7,878.36
1/23/2003,371.4,35.8,25.13,887.34
1/24/2003,357.9,34.81,23.81,861.4
1/27/2003,350.9,34.31,23.26,847.48
1/28/2003,354.6,34.55,23.51,858.54
1/29/2003,355.5,34.795,23.5,864.36
1/30/2003,342,34.355,23.04,844.61
1/31/2003,343.8,35.025,23.34,855.7
2/3/2003,346.5,35.015,23.58,860.32
2/4/2003,336.4,34.32,23.05,848.2
2/5/2003,336.5,34.25,22.94,843.59
2/6/2003,331.5,34.21,22.31,838.15
2/7/2003,329.1,33.97,21.98,829.69
2/10/2003,328.9,34.105,22.1,835.97
2/11/2003,320.5,33.865,22,829.2
2/12/2003,314.2,33.6,21.51,818.68
2/13/2003,318.4,33.8,21.29,817.37
2/14/2003,325.4,34.435,21.85,834.89
2/18/2003,332.4,34.905,22.5,851.17
2/19/2003,333.6,34.875,22.5,845.13
2/20/2003,328.6,34.73,22.69,837.1
2/21/2003,332,35.18,22.88,848.17
2/24/2003,324.3,34.335,22.3,832.58
2/25/2003,328.1,34.535,22.55,838.57
2/26/2003,322.6,34.165,22.28,827.55
2/27/2003,328.6,34.6,22.66,837.28
2/28/2003,333.4,34.62,22.68,841.15
3/3/2003,330.5,34.29,22.85,834.81
3/4/2003,323.7,34.025,22.4,821.99
3/5/2003,331.7,34.17,22.81,829.85
3/6/2003,327.9,34.075,22,822.1
3/7/2003,331.6,34.495,22.29,828.89
3/10/2003,322,33.42,21.44,807.48
3/11/2003,315.5,32.815,20.75,800.73
3/12/2003,316.6,32.92,20.75,804.19
3/13/2003,333.9,33.8,21.72,831.9
3/14/2003,337.5,33.655,21.26,833.27
3/17/2003,342,34.56,22.56,862.79
3/18/2003,347.3,34.17,22.81,866.45
3/19/2003,354.6,34.75,23.33,874.02
3/20/2003,358.3,34.76,23.53,875.67
3/21/2003,372,35.25,24.65,895.79
3/24/2003,357,34.4,23.63,864.23
3/25/2003,359,34.655,24.14,874.74
3/26/2003,358.9,34.275,24.17,869.95
3/27/2003,359,34.145,24.17,868.52
3/28/2003,354.2,34.29,24.45,863.5
3/31/2003,344.5,33.42,23.71,848.18
4/1/2003,356,34,24.24,858.48
4/2/2003,370.4,34.91,25.11,880.9
4/3/2003,365.2,34.595,24.94,876.45
4/4/2003,373,35,25.58,878.85
4/7/2003,372.2,34.72,25.64,879.93
4/8/2003,376.1,35.425,25.99,878.29
4/9/2003,370.4,35.08,25.73,865.99
4/10/2003,369.5,35.605,25.72,871.58
4/11/2003,373.5,35.67,25.59,868.3
4/14/2003,384.3,35.955,26.54,885.23
4/15/2003,392.5,36.34,26.87,890.81
4/16/2003,382.6,35.995,26.5,879.91
4/17/2003,390.4,36.44,27.31,893.58
4/21/2003,387,36.4,27.45,892.01
4/22/2003,399.4,37.12,28.69,911.37
4/23/2003,402.9,37.275,29.44,919.02
4/24/2003,391.8,36.815,28.56,911.43
4/25/2003,384.5,36.29,27.96,898.81
4/28/2003,392.6,36.835,28.81,914.84
4/29/2003,391,36.87,29.14,917.84
4/30/2003,392.5,37.025,29.35,916.92
5/1/2003,390,37.125,29.28,916.3
5/2/2003,397,37.455,29.92,930.08
5/5/2003,395.3,37.07,30.36,926.55
5/6/2003,399.5,37.205,30.71,934.39
5/7/2003,400.2,37.13,30.82,929.62
5/8/2003,392.1,36.845,29.96,920.27
5/9/2003,390.5,37,30.08,933.41
5/12/2003,393.9,37.255,30.94,945.11
5/13/2003,392.7,37.16,30.72,942.3
5/14/2003,389,36.97,30.49,939.28
5/15/2003,394.5,37.21,31.04,946.67
5/16/2003,391.5,37.08,31.25,944.3
5/19/2003,382.3,36.235,30.42,920.77
5/20/2003,385.2,36.255,30.43,919.73
5/21/2003,388.6,36.525,30.55,923.42
5/22/2003,387.2,36.56,30.49,931.87
5/23/2003,390.9,36.875,30.9,933.22
5/27/2003,401.8,37.495,32.05,951.48
5/28/2003,411.4,37.17,32.55,953.22
5/29/2003,407.7,36.79,32.27,949.64
5/30/2003,410.2,37.1,32.86,963.59
6/2/2003,413.7,37.065,33.92,967
6/3/2003,422.6,37.855,33.82,971.56
6/4/2003,430.2,38.33,34.69,986.24
6/5/2003,435,38.37,35.07,990.14
6/6/2003,436.9,38.46,35.13,987.76
6/9/2003,428.6,37.915,33.76,975.93
6/10/2003,432,38.55,34.08,984.84
6/11/2003,440.9,39.195,34.54,997.48
6/12/2003,440.7,39.22,34.7,998.51
6/13/2003,441,39.245,34.7,988.61
6/16/2003,452.4,39.945,35.95,1010.74
6/17/2003,455.6,39.92,36.1,1011.66
6/18/2003,449.1,39.865,35.07,1010.09
6/19/2003,437.9,39.205,34.45,994.7
6/20/2003,440.5,39.455,34.8,995.69
6/23/2003,431,38.96,33.85,981.64
6/24/2003,434.2,38.775,34.3,983.45
6/25/2003,430.5,39.325,33.99,975.32
6/26/2003,437.2,39.83,34.4,985.82
6/27/2003,430.1,39.805,33.9,976.22
6/30/2003,428,39.515,34.18,974.5
7/1/2003,438.1,40,34.21,982.32
7/2/2003,444,40.2,34.37,993.75
7/3/2003,438.8,40.005,34.13,985.7
7/7/2003,449.4,40.45,35.07,1004.42
7/8/2003,453.7,40.74,35.4,1007.84
7/9/2003,459.9,40.925,35.66,1002.21
7/10/2003,452,40.8,35.01,988.7
7/11/2003,461.5,41.44,35.76,998.14
7/14/2003,471.2,41.73,37.3,1003.86
7/15/2003,468.3,41.75,37.29,1000.42
7/16/2003,455.2,41.39,36.25,994
7/17/2003,448.2,40.76,35.04,981.73
7/18/2003,457.4,41.575,35.33,993.32
7/21/2003,449.5,41.09,34.43,978.8
7/22/2003,454.5,41.595,34.94,988.11
7/23/2003,456.4,41.68,34.86,988.61
7/24/2003,448.7,40.98,34.58,981.6
7/25/2003,457.3,41.765,35.47,998.68
7/28/2003,458,41.415,35.49,996.52
7/29/2003,454.4,41.44,35.24,989.28
7/30/2003,452.3,41.355,35.06,987.49
7/31/2003,448,41.285,35.05,990.31
8/1/2003,434.5,40.37,33.36,980.15
8/4/2003,438.7,40.8,33.73,982.82
8/5/2003,430.7,39.9,32.76,965.46
8/6/2003,435.2,40.3,32.99,967.08
8/7/2003,441,40.265,32.97,974.12
8/8/2003,444,40.645,32.99,977.59
8/11/2003,445.5,40.305,33.22,980.59
8/12/2003,451.9,40.715,33.65,990.35
8/13/2003,449.7,40.395,33.43,984.03
8/14/2003,451.7,40.71,33.9,990.51
8/15/2003,449,40.75,33.66,990.67
8/18/2003,446.5,40.535,34.05,999.74
8/19/2003,444.1,40.605,34.2,1002.35
8/20/2003,441.6,40.855,34.83,1000.3
8/21/2003,439.1,40.495,34.6,1003.27
8/22/2003,431,39.19,33.92,993.06
8/25/2003,429.2,38.83,33.74,993.71
8/26/2003,433.1,38.945,33.38,996.73
8/27/2003,429.6,38.79,33.26,996.79
8/28/2003,430.9,39.15,33.91,1002.84
8/29/2003,433.5,39.625,34.22,1008.01
9/2/2003,441.8,39.715,34.7,1021.99
9/3/2003,445,39,34.86,1026.27
9/4/2003,444.1,38.12,34.68,1027.97
9/5/2003,443.4,38.075,34.19,1021.39
9/8/2003,445.2,38.49,34.64,1031.64
9/9/2003,442.8,38.055,34.26,1023.17
9/10/2003,439.5,37.435,33.38,1010.92
9/11/2003,442.1,37.8,33.63,1016.42
9/12/2003,443,37.915,34,1018.63
9/15/2003,441.6,38.5,33.97,1014.81
9/16/2003,447,38.82,34.6,1029.32
9/17/2003,449.4,38.985,34.66,1025.97
9/18/2003,466.5,39.845,35.74,1039.58
9/19/2003,469.9,39.61,35.49,1036.3
9/22/2003,463.8,39.3,34.99,1022.82
9/23/2003,471.7,39.525,35.45,1029.03
9/24/2003,465.3,39.2,34.87,1009.38
9/25/2003,459.7,39.25,34.48,1003.27
9/26/2003,453.6,39.4,34.19,996.85
9/29/2003,460.7,39.36,34.64,1006.58
9/30/2003,455.1,39.02,34.33,995.97
10/1/2003,470,39.61,35.38,1018.22
10/2/2003,472.5,39.595,35.02,1020.24
10/3/2003,471.1,39.775,35.16,1029.85
10/6/2003,473.1,40.225,35.55,1034.35
10/7/2003,478.3,40.175,36.09,1039.25
10/8/2003,475.6,40.17,35.61,1033.78
10/9/2003,478.8,40.335,35.57,1038.73
10/10/2003,479.5,40.56,35.52,1038.06
10/13/2003,489.3,40.87,36.44,1045.35
10/14/2003,490,41.24,36.78,1049.48
10/15/2003,488.8,41.03,36.6,1046.76
10/16/2003,490,40.965,36.84,1050.07
10/17/2003,483.8,40.85,36.34,1039.32
10/20/2003,481.4,40.705,36.6,1044.68
10/21/2003,475.7,40.51,36.67,1046.03
10/22/2003,472,40.515,34.98,1030.36
10/23/2003,477.8,40.89,35,1033.77
10/24/2003,474.6,40.93,34.77,1028.91
10/27/2003,467,36.785,34.95,1031.13
10/28/2003,475.8,36.425,35.55,1046.79
10/29/2003,475.9,37.18,35.93,1048.11
10/30/2003,475.2,37.585,35.84,1046.94
10/31/2003,474,37.865,35.9,1050.71
11/3/2003,480.4,37.995,36.71,1059.02
11/4/2003,483.2,37.77,36.6,1053.25
11/5/2003,485,38.1,36.53,1051.81
11/6/2003,488.9,38.42,36.31,1058.05
11/7/2003,477.5,38.075,36.04,1053.21
11/10/2003,479.5,37.805,35.89,1047.11
11/11/2003,473.9,37.755,36.04,1046.57
11/12/2003,473.9,37.905,35.89,1058.56
11/13/2003,471,37.705,35.86,1058.41
11/14/2003,464.3,37.36,35.46,1050.35
11/17/2003,463,37.285,35.41,1043.63
11/18/2003,455.6,36.975,34.89,1034.15
11/19/2003,459.4,37.185,34.76,1042.44
11/20/2003,457.7,37,34.63,1033.65
11/21/2003,463,37.175,35,1035.28
11/24/2003,467.4,37.45,35.27,1052.08
11/25/2003,469.1,37.525,35.53,1053.89
11/26/2003,469.5,37.735,35.51,1058.45
11/28/2003,470.4,37.715,35.36,1058.2
12/1/2003,475.6,38.175,35.66,1070.12
12/2/2003,472.2,38.305,35.81,1066.62
12/3/2003,469.5,37.725,35.82,1064.73
12/4/2003,471.9,37.74,35.37,1069.72
12/5/2003,465.8,37.555,34.96,1061.5
12/8/2003,473.7,38,35.46,1069.3
12/9/2003,470.9,37.705,34.83,1060.18
12/10/2003,473.6,37.795,34.67,1059.05
12/11/2003,475.7,37.945,34.98,1071.21
12/12/2003,475.5,37.925,35.09,1074.14
12/15/2003,477.8,38.215,35.26,1068.04
12/16/2003,479.4,38.745,35.72,1075.13
12/17/2003,474.9,38.94,35.66,1076.48
12/18/2003,478.9,39.45,35.65,1089.18
12/19/2003,482.7,39.5,35.78,1088.67
12/22/2003,485,39.53,36.1,1092.94
12/23/2003,480.7,39.655,36.17,1096.02
12/24/2003,478.5,39.625,36.13,1094.04
12/26/2003,478.6,39.795,36.22,1095.89
12/29/2003,483.7,40.15,36.53,1109.48
12/30/2003,484.3,40.25,36.67,1109.64
12/31/2003,485.4,40.215,36.73,1111.92
1/2/2004,490,39.545,36.62,1108.48
1/5/2004,497.9,39.66,36.55,1122.22
1/6/2004,498.4,39.595,37.47,1123.67
1/7/2004,499.1,39.505,38.02,1126.33
1/8/2004,501.2,39.525,38.67,1131.92
1/9/2004,498.9,39.175,38.76,1121.86
1/12/2004,498.5,39.25,38.79,1127.23
1/13/2004,496,39.15,38.9,1121.22
1/14/2004,500,39.625,39.22,1130.52
1/15/2004,495,39.34,38.92,1132.05
1/16/2004,495,39.51,39.28,1139.83
1/20/2004,492.9,40.035,39.09,1138.77
1/21/2004,503.6,40.925,40.1,1147.62
1/22/2004,506.9,40.85,39.94,1143.94
1/23/2004,503.2,40.635,39.6,1141.55
1/26/2004,509.3,41.12,40.26,1155.37
1/27/2004,500.7,41,40.03,1144.05
1/28/2004,492.3,40.25,39.12,1128.48
1/29/2004,494.8,40.46,39.05,1134.11
1/30/2004,494.8,40.73,38.89,1131.13
2/2/2004,492.3,40.775,39.01,1135.26
2/3/2004,488.8,40.755,39.13,1136.03
2/4/2004,485.7,40.85,38.92,1126.52
2/5/2004,481.1,41,38.96,1128.59
2/6/2004,493.1,41.38,39.73,1142.76
2/9/2004,491.5,40.84,39.51,1139.81
2/10/2004,489.2,40.81,39.48,1145.54
2/11/2004,497.4,40.995,40.27,1157.76
2/12/2004,495.1,40.825,40.36,1152.11
2/13/2004,494.9,40.785,40.16,1145.81
2/17/2004,499,40.93,40.66,1156.99
2/18/2004,495.6,40.785,40.48,1151.82
2/19/2004,491.2,40.685,40.82,1147.06
2/20/2004,488.9,40.67,40.57,1144.11
2/23/2004,493.2,41,40.31,1140.99
2/24/2004,494.4,40.725,40.2,1139.09
2/25/2004,498.1,40.855,40.35,1143.67
2/26/2004,500,41,40.56,1144.91
2/27/2004,502.6,40.96,41.02,1144.94
3/1/2004,504.6,41.065,41.53,1155.96
3/2/2004,497.7,41.25,41.67,1149.1
3/3/2004,498.2,41.31,42.1,1151.04
3/4/2004,493.8,41.06,42.6,1154.88
3/5/2004,500,41.37,43.01,1156.87
3/8/2004,499.4,41.22,42.94,1147.21
3/9/2004,498.4,40.885,42.47,1140.58
3/10/2004,492.1,39.995,42.03,1123.89
3/11/2004,486.2,39.775,41.31,1106.78
3/12/2004,493.1,40.16,41.52,1120.57
3/15/2004,491.2,39.73,40.93,1104.49
3/16/2004,499.9,40.055,41.33,1110.7
3/17/2004,508.2,40.225,42.28,1123.75
3/18/2004,512.8,40.04,42.02,1122.32
3/19/2004,503.4,39.925,41.33,1109.78
3/22/2004,496.1,39.365,40.8,1095.4
3/23/2004,498,39.265,40.98,1093.95
3/24/2004,497.9,39.155,40.74,1091.33
3/25/2004,502.6,39.87,41.5,1109.19
3/26/2004,500.6,40.05,41.25,1108.06
3/29/2004,513.2,40.52,42.06,1122.47
3/30/2004,519.4,40.885,41.98,1127
3/31/2004,517,40.49,41.95,1126.21
4/1/2004,522.9,40.735,42.26,1132.17
4/2/2004,518,40.255,41.53,1141.81
4/5/2004,522.3,40.625,41.75,1150.57
4/6/2004,522.4,41,41.5,1148.16
4/7/2004,517.1,40.725,41.37,1140.53
4/8/2004,515.3,40.525,41.15,1139.32
4/12/2004,520.6,40.985,41.56,1145.2
4/13/2004,512,40.25,40.04,1129.44
4/14/2004,509.5,40.045,39.27,1128.17
4/15/2004,499.2,40.14,38.77,1128.84
4/16/2004,501,40.39,39.26,1134.61
4/19/2004,499.8,40.58,39.36,1135.82
4/20/2004,492.5,40.04,38.54,1118.15
4/21/2004,491.4,40.29,37.68,1124.09
4/22/2004,496.6,40.695,38.38,1139.93
4/23/2004,491.8,40.725,38.3,1140.6
4/26/2004,489.9,40.595,38.55,1135.53
4/27/2004,489.6,40.895,38.62,1138.11
4/28/2004,484.3,40.45,37.93,1122.41
4/29/2004,481.7,40.325,37.65,1113.89
4/30/2004,480.9,40.245,37.6,1107.3
5/3/2004,485.6,40.49,37.86,1117.49
5/4/2004,488.4,40.76,38.31,1119.55
5/5/2004,486.3,40.785,38.05,1121.53
5/6/2004,475.1,40.05,37.6,1113.99
5/7/2004,467.2,39.275,36.48,1098.7
5/10/2004,454.1,38.96,35.41,1087.12
5/11/2004,456.9,39.215,35.19,1095.45
5/12/2004,463.1,40.17,35.77,1097.28
5/13/2004,459.6,40.09,35.75,1096.44
5/14/2004,456.5,40.1,35.66,1095.7
5/17/2004,448.6,39.935,35.31,1084.1
5/18/2004,451.5,40.425,35.57,1091.49
5/19/2004,450,40.325,35.74,1088.68
5/20/2004,452.8,40.66,35.91,1089.19
5/21/2004,453.4,40.735,36.08,1093.56
5/24/2004,453.8,40.775,36.08,1095.41
5/25/2004,465,41.22,36.84,1113.05
5/26/2004,465.4,41.47,36.83,1114.94
5/27/2004,465.2,41.305,36.95,1121.28
5/28/2004,464.3,41.565,36.84,1120.68
6/1/2004,468.3,41.52,36.85,1121.2
6/2/2004,470.3,41.565,37.3,1124.99
6/3/2004,463.6,41.515,36.96,1116.64
6/4/2004,465.5,41.8,37.28,1122.5
6/7/2004,475.3,42.315,38.14,1140.42
6/8/2004,476,42.075,38.06,1142.18
6/9/2004,470.5,41.775,37.68,1131.33
6/10/2004,473.5,42.105,37.8,1136.47
6/14/2004,467.5,41.275,37.16,1125.29
6/15/2004,470.2,42.115,37.25,1132.01
6/16/2004,470.2,41.965,37.32,1133.56
6/17/2004,470.8,41.835,37.32,1132.05
6/18/2004,475,42.255,37.23,1135.02
6/21/2004,471.8,42.47,37,1130.3
6/22/2004,469.9,42.26,36.96,1134.41
6/23/2004,472.4,42.385,37.62,1144.06
6/24/2004,471.2,42.72,37.77,1140.65
6/25/2004,467.3,42,37.99,1134.43
6/28/2004,465.2,42.36,37.95,1133.35
6/29/2004,463.3,42.285,38.29,1136.2
6/30/2004,465,42.31,38.77,1140.84
7/1/2004,460.3,41.99,38.17,1128.94
7/2/2004,457.6,42.115,38.08,1125.38
7/6/2004,454.5,41.83,37.25,1116.21
7/7/2004,456.3,42.115,36.86,1118.33
7/8/2004,451.7,41.805,36.75,1109.11
7/9/2004,450.3,41.955,36.86,1112.81
7/12/2004,449,42.425,36.9,1114.35
7/13/2004,453,42.565,37.11,1115.14
7/14/2004,451,42.15,36.45,1111.47
7/15/2004,442.1,41.925,36,1106.69
7/16/2004,436.1,42.235,35.85,1101.39
7/19/2004,439.9,42.69,36,1100.9
7/20/2004,440.5,42.63,36.4,1108.67
7/21/2004,439.4,41.955,36.82,1093.88
7/22/2004,446,42.435,36.78,1096.84
7/23/2004,443.1,42.43,36.53,1086.2
7/26/2004,438.1,42.635,36.47,1084.07
7/27/2004,439,42.5,36.91,1094.83
7/28/2004,441.1,42.465,37.07,1095.42
7/29/2004,442.8,42.485,37.14,1100.43
7/30/2004,440.9,42.505,37.33,1101.72
8/2/2004,443.2,42.835,37.41,1106.62
8/3/2004,440.4,42.905,37.07,1099.69
8/4/2004,444,42.55,37.21,1098.63
8/5/2004,438.3,41.95,36.28,1080.7
8/6/2004,431.9,41.955,36.09,1063.97
8/9/2004,434.7,41.965,36.07,1065.22
8/10/2004,441.8,42.5,36.99,1079.04
8/11/2004,443.5,42.765,36.9,1075.79
8/12/2004,439,42.655,36.86,1063.23
8/13/2004,440.1,42.48,36.87,1064.8
8/16/2004,447.7,43.05,37.74,1079.34
8/17/2004,451.6,43.44,37.93,1081.71
8/18/2004,456.4,43.725,38.32,1095.17
8/19/2004,454.6,43.83,38,1091.23
8/20/2004,459.5,44.25,38.65,1098.35
8/23/2004,458.2,44.15,38.55,1095.68
8/24/2004,459.2,44.345,38.59,1096.19
8/25/2004,463,44.34,39.44,1104.96
8/26/2004,464.6,44.1,39.45,1105.09
8/27/2004,467.2,44.505,39.72,1107.77
8/30/2004,464.1,44.57,39.1,1099.15
8/31/2004,465.8,44.98,39.58,1104.24
9/1/2004,464.5,43.65,39.26,1105.91
9/2/2004,469.9,43.85,39.84,1118.31
9/3/2004,468.4,43.61,39.85,1113.63
9/7/2004,472,44.27,39.87,1121.3
9/8/2004,468.2,44.11,39.37,1116.27
9/9/2004,469.5,44.37,39.74,1118.38
9/10/2004,472.4,44.6,39.8,1123.92
9/13/2004,470,44.48,39.16,1125.82
9/14/2004,471.9,44.35,39.49,1128.33
9/15/2004,469.8,44.17,39.08,1120.37
9/16/2004,471.8,44.34,39.58,1123.5
9/17/2004,469.5,44.66,39.65,1128.55
9/20/2004,454,44.37,39.38,1122.2
9/21/2004,456.5,44.68,40.1,1129.3
9/22/2004,443.8,43.92,39.85,1113.56
9/23/2004,438.8,43.57,39.46,1108.36
9/24/2004,441.5,43.98,39.75,1110.11
9/27/2004,436.1,43.82,39.13,1103.52
9/28/2004,443.1,43.68,39.38,1110.06
9/29/2004,447,43.59,39.68,1114.8
9/30/2004,441.2,43.33,39.73,1114.58
10/1/2004,448.7,44.16,40.34,1131.5
10/4/2004,447.3,44.35,39.76,1135.17
10/5/2004,445.2,44.72,39.46,1134.48
10/6/2004,447.4,45.25,39.49,1142.05
10/7/2004,447.6,45.43,39.53,1130.65
10/8/2004,445.6,45.14,39.48,1122.14
10/11/2004,448.6,45.41,39.38,1124.39
10/12/2004,448,45.53,39.51,1121.84
10/13/2004,441.1,45.01,39.24,1113.65
10/14/2004,437,44.2,38.53,1103.29
10/15/2004,439.4,44.99,38.74,1108.2
10/18/2004,442.2,44.98,39,1114.02
10/19/2004,435.9,44.36,37.98,1103.23
10/20/2004,432.9,43.72,37.25,1103.66
10/21/2004,429.5,43.91,37.7,1106.49
10/22/2004,425.6,43.8,37.47,1095.74
10/25/2004,425.8,43.62,37.02,1094.81
10/26/2004,433.4,43.87,37.49,1111.09
10/27/2004,439.5,44.36,38.02,1125.4
10/28/2004,442.6,44.52,38.48,1127.44
10/29/2004,443.7,44.79,38.6,1130.2
11/1/2004,443.1,45.11,38.5,1130.51
11/2/2004,449.9,45.17,38.55,1130.54
11/3/2004,452.9,45.64,38.85,1143.2
11/4/2004,460.9,46.25,39.64,1161.67
11/5/2004,461.3,45.95,39.35,1166.17
11/8/2004,462.1,45.97,39.28,1164.89
11/9/2004,462.1,45.93,39.11,1164.08
11/10/2004,460.5,46.23,38.95,1162.91
11/11/2004,462.6,47.11,39.18,1173.48
11/12/2004,470.7,47.44,39.17,1184.17
11/15/2004,466.7,47.33,39.16,1183.81
11/16/2004,460.5,46.77,38.47,1175.43
11/17/2004,461.8,46.59,38.27,1181.94
11/18/2004,459.1,46.41,37.82,1183.55
11/19/2004,451.5,45.85,37.42,1170.34
11/22/2004,451.7,46.26,37.55,1177.24
11/23/2004,452.1,46.4,37.56,1176.94
11/24/2004,455.2,46.46,37.7,1181.76
11/26/2004,454.2,46.47,37.69,1182.65
11/29/2004,449.6,46.34,37.31,1178.57
11/30/2004,447.5,46.27,37.65,1173.82
12/1/2004,459.4,46.59,38.28,1191.37
12/2/2004,457.6,46.42,38.44,1190.33
12/3/2004,456.5,46.32,38.06,1191.17
12/6/2004,461.7,46.5,38.12,1190.25
12/7/2004,460,45.85,37.81,1177.07
12/8/2004,462.9,46.11,37.55,1182.81
12/9/2004,464.4,46.2,37.69,1189.24
12/10/2004,459.1,45.88,37.63,1188
12/13/2004,467.7,45.96,38.25,1198.68
12/14/2004,468.7,45.83,38.74,1203.38
12/15/2004,473.1,45.93,39.03,1205.72
12/16/2004,470.5,46.09,38.93,1203.21
12/17/2004,466.2,45.2,38.52,1194.22
12/20/2004,466.9,45.52,38.6,1194.65
12/21/2004,471.9,46.31,39.07,1205.45
12/22/2004,483.1,46.8,39.03,1209.57
12/23/2004,487.5,46.7,39.16,1210.13
12/27/2004,483.1,46.66,39.01,1204.92
12/28/2004,483.5,46.97,39.21,1213.54
12/29/2004,480.1,46.86,39.16,1213.45
12/30/2004,480.3,46.96,39.08,1213.55
12/31/2004,481.8,46.99,39.01,1211.92
1/3/2005,482.7,46.46,39.15,1202.08
1/4/2005,478.6,45.82,38.41,1188.05
1/5/2005,484.6,45.29,38.49,1183.74
1/6/2005,489.3,45.22,38.69,1187.89
1/7/2005,486.5,44.73,38.4,1186.19
1/10/2005,483.3,45.29,38.27,1190.25
1/11/2005,482.2,45.18,37.9,1182.99
1/12/2005,480.7,45.06,37.99,1187.7
1/13/2005,476,44.5,37.77,1177.45
1/14/2005,475,44.89,37.81,1184.52
1/18/2005,481.7,45.73,38.4,1195.98
1/19/2005,480.1,44.97,37.84,1184.63
1/20/2005,477.7,45.31,37.25,1175.41
1/21/2005,479.3,45.09,36.85,1167.87
1/24/2005,483.6,45.22,36.88,1163.75
1/25/2005,485.1,45.59,36.86,1168.41
1/26/2005,484.8,45.77,36.83,1174.07
1/27/2005,485.6,45.53,36.75,1174.55
1/28/2005,483.8,45.7,37,1171.36
1/31/2005,490.5,46.37,37.33,1181.27
2/1/2005,494.8,46.68,37.5,1189.41
2/2/2005,496.8,46.73,37.52,1193.19
2/3/2005,491.5,46.4,37.39,1189.89
2/4/2005,497.8,46.89,37.69,1203.03
2/7/2005,497.3,46.64,37.97,1201.72
2/8/2005,494.8,46.89,37.76,1202.3
2/9/2005,491.8,46.44,37.5,1191.99
2/10/2005,489.8,46.93,37.45,1197.01
2/11/2005,494,46.82,37.48,1205.3
2/14/2005,492.5,46.93,37.5,1206.14
2/15/2005,494,47.06,37.55,1210.12
2/16/2005,491.8,46.77,37.33,1210.34
2/17/2005,488,46.36,36.78,1200.75
2/18/2005,485.7,45.74,36.51,1201.59
2/22/2005,479.5,45.2,35.93,1184.16
2/23/2005,483.8,45.73,36.48,1190.8
2/24/2005,483,46.2,36.68,1200.2
