,C,BAC,JPM,S&P
5/20/1998,301.4157,38.9063,48.0625,1119.06
5/21/1998,294.7305,38.5,47.9167,1114.64
5/22/1998,294.1492,38.4688,48.1458,1110.47
5/26/1998,291.8239,38.0625,46.375,1094.02
5/27/1998,283.104,37.5938,45.3542,1092.23
5/28/1998,286.592,38,45.4792,1097.6
5/29/1998,283.6854,37.875,45.3125,1090.82
6/1/1998,291.8239,37.6563,44.6875,1090.98
6/2/1998,297.0558,37.6563,45.6458,1093.22
6/3/1998,290.6612,37.2813,45.2083,1082.73
6/4/1998,293.5678,37.6875,45.8125,1094.83
6/5/1998,299.3811,38.125,46.75,1113.86
6/8/1998,300.5437,38.5938,47.7708,1115.72
6/9/1998,300.8344,38.7188,47.1875,1118.41
6/10/1998,295.8931,39.0313,47.3333,1112.28
6/11/1998,288.0453,39.0313,46.6875,1094.58
6/12/1998,288.9173,38.625,46.1875,1098.84
6/15/1998,278.4535,37.6875,45.4583,1077.01
6/16/1998,278.4535,37.4375,45.0417,1087.59
6/17/1998,288.3359,37.875,46.2917,1107.11
6/18/1998,286.3013,38.2813,46.2917,1106.37
6/19/1998,285.1387,38.0938,46.7917,1100.65
6/22/1998,281.9414,37.6563,46.1667,1103.21
6/23/1998,283.3947,37.375,46.7917,1119.49
6/24/1998,291.2426,38.75,48.75,1132.88
6/25/1998,288.3359,38.5625,48.0417,1129.28
6/26/1998,283.104,39.0938,48.75,1133.2
6/29/1998,285.72,39.25,50.2083,1138.49
6/30/1998,281.9414,38.25,50.3333,1133.84
7/1/1998,293.5678,40,50.4167,1148.56
7/2/1998,295.3118,41.125,50.2917,1146.42
7/6/1998,296.7651,41.6875,51.2917,1157.33
7/7/1998,300.253,42.0938,49.75,1154.66
7/8/1998,322.3433,43.5,49.25,1166.38
7/9/1998,317.9834,42.9688,49.0833,1158.56
7/10/1998,320.89,43.5938,49.5833,1164.33
7/13/1998,325.8312,43.5313,49.5833,1165.19
7/14/1998,330.4818,43.9375,50.3333,1177.58
7/15/1998,326.9939,43,50.125,1174.81
7/16/1998,329.9005,42.5313,49.9167,1183.99
7/17/1998,332.8071,42.8438,49.9167,1186.75
7/20/1998,337.7483,42.2813,50,1184.1
7/21/1998,320.5993,41.3125,47.875,1165.07
7/22/1998,321.762,41.875,48.6667,1164.08
7/23/1998,311.5888,41.6563,48.8333,1139.75
7/24/1998,308.6822,41.1875,49.0833,1140.8
7/27/1998,313.9141,41.1563,49.1667,1147.27
7/28/1998,306.6476,39.9375,48.9167,1130.24
7/29/1998,308.1009,39.6875,48.375,1125.21
7/30/1998,317.6927,40.75,49.75,1142.95
7/31/1998,311.5888,39.875,50.4167,1120.67
8/3/1998,304.0316,39.4375,49.875,1112.44
8/4/1998,287.464,37.375,46.4167,1072.12
8/5/1998,291.8239,38.375,47.5833,1081.43
8/6/1998,292.9865,38.9063,47.7083,1089.63
8/7/1998,284.2667,37.625,46.125,1089.45
8/10/1998,285.72,37,45.6667,1083.14
8/11/1998,273.2216,35.5313,43.75,1068.98
8/12/1998,274.9655,36.3438,44.2083,1084.22
8/13/1998,263.0484,36,42.75,1074.91
8/14/1998,260.1418,35.0313,42.9167,1062.75
8/17/1998,270.6056,36.5625,44.3333,1083.67
8/18/1998,276.4188,37.4375,46.125,1101.2
8/19/1998,270.3149,36.4375,45.25,1098.06
8/20/1998,260.7231,35.6875,43.4167,1091.6
8/21/1998,254.0379,35.0938,42.3333,1081.24
8/24/1998,251.1313,35.1563,42.7083,1088.14
8/25/1998,256.3632,35.3125,42.7917,1092.85
8/26/1998,253.1659,34.5625,42.8333,1084.19
8/27/1998,234.8543,32.5,38.75,1042.59
8/28/1998,224.6811,31.1563,37.6667,1027.14
8/31/1998,206.3695,28.5,35.3333,957.28
9/1/1998,201.4282,28.6875,36.4583,994.26
9/2/1998,206.9508,29.375,36.5833,990.47
9/3/1998,190.3831,28.625,32.8333,982.26
9/4/1998,181.6633,27,30.1667,973.89
9/8/1998,196.487,28.25,31.3333,1023.46
9/9/1998,186.3138,26.8438,29.8333,1006.2
9/10/1998,183.6979,25.1875,28.5,980.19
9/11/1998,190.0924,27.25,30.625,1009.06
9/14/1998,192.9991,28.5313,30.9167,1029.72
9/15/1998,199.1029,28.375,32.7083,1037.68
9/16/1998,200.5562,29.5,33.2917,1045.48
9/17/1998,188.6391,28,31.7917,1018.87
9/18/1998,186.8952,26.625,31.625,1020.09
9/21/1998,183.9886,25.9688,31.2083,1023.89
9/22/1998,182.5353,27.0625,30.7083,1029.63
9/23/1998,199.6843,29.375,33.4167,1066.09
9/24/1998,188.0578,27.0625,31,1042.72
9/25/1998,187.1858,28,30.2083,1044.75
9/28/1998,188.3485,28.5313,29.7083,1048.69
9/29/1998,182.2446,27.7813,30,1049.02
9/30/1998,174.3967,26.75,28.8333,1017.01
10/1/1998,166.2582,26.875,27.2083,986.39
10/2/1998,179.0473,27.5,29.0833,1002.6
10/5/1998,160.445,25.9688,27.75,988.56
10/6/1998,159.2824,25.875,27.375,984.59
10/7/1998,147.6559,24.5,26.75,970.68
10/8/1998,148.8185,24.6875,27,959.44
10/9/1998,164.5143,27,28.5417,984.39
10/12/1998,162.4796,26.4063,28.7083,997.71
10/13/1998,159.8637,26.9688,28.4583,994.8
10/14/1998,166.2582,23.9063,27.9167,1005.53
10/15/1998,185.1512,24.7188,31.0417,1047.49
10/16/1998,194.4524,24.875,32.6667,1056.42
10/19/1998,198.5216,26.3125,34.0417,1062.39
10/20/1998,210.7294,28,35.3333,1063.93
10/21/1998,204.3348,27.2188,36.0833,1069.92
10/22/1998,209.5667,28.5625,37.375,1078.48
10/23/1998,216.5426,28.125,37.125,1070.67
10/26/1998,215.38,28.3125,36.3333,1072.32
10/27/1998,202.5909,26.9063,34.6667,1065.34
10/28/1998,206.0788,27.4375,34.9167,1068.09
10/29/1998,210.4387,28.5625,36.1667,1085.93
10/30/1998,218.8679,28.7188,37.875,1098.67
11/2/1998,214.508,29.125,37.5417,1111.6
11/3/1998,205.2068,29.125,37.4167,1110.84
11/4/1998,205.2068,30.1563,38.6667,1118.67
11/5/1998,209.2761,31.375,40.2917,1133.85
11/6/1998,213.9267,31.2188,40.5833,1141.01
11/9/1998,209.2761,30.125,39.0833,1130.2
11/10/1998,202.3002,29.6563,38.125,1128.26
11/11/1998,196.7777,28.4688,37.75,1120.97
11/12/1998,195.615,27.8438,36.6667,1117.69
11/13/1998,201.7189,29.2188,38.125,1125.72
11/16/1998,205.7882,29.9063,38.5,1135.87
11/17/1998,210.7294,30.3438,40.7917,1139.32
11/18/1998,205.2068,30.5625,41.2083,1144.48
11/19/1998,206.6601,30.7813,41,1152.61
11/20/1998,209.5667,31.5313,41.2917,1163.55
11/23/1998,227.8784,32.5938,43.2083,1188.21
11/24/1998,234.8543,32.4063,43.25,1182.99
11/25/1998,243.2834,33,43.7917,1186.87
11/27/1998,245.8994,33.0625,43.625,1192.33
11/30/1998,233.401,32.5938,42.2917,1163.63
12/1/1998,232.529,32.5625,41.4583,1175.28
12/2/1998,233.9823,32.5313,42,1171.25
12/3/1998,224.0998,31.1875,40.875,1150.14
12/4/1998,230.4944,32.2813,42.75,1176.74
12/7/1998,228.1691,31.7188,43.3333,1187.7
12/8/1998,225.5531,30.625,43.0417,1181.38
12/9/1998,228.7504,30.3438,42.5417,1183.49
12/10/1998,222.6465,29.8438,41.7917,1165.02
12/11/1998,222.0652,29.5,40.625,1166.46
12/14/1998,214.2173,28.2813,39.2917,1141.2
12/15/1998,226.7158,28.5625,40.5,1162.83
12/16/1998,221.4839,27.9375,42.1667,1161.94
12/17/1998,232.529,30.1875,46.5833,1179.98
12/18/1998,231.9477,29.7188,46.3333,1188.03
12/21/1998,237.4702,30.2188,48.1667,1202.84
12/22/1998,234.5636,30.0313,47.8333,1203.57
12/23/1998,240.6675,30.7813,47.4583,1228.54
12/24/1998,240.0862,30.875,47.1667,1226.27
12/28/1998,237.1796,30.5,47.5833,1225.49
12/29/1998,237.1796,30.5313,48,1241.81
12/30/1998,235.1449,30.8125,47.8333,1231.93
12/31/1998,230.2037,30.0625,45.375,1229.23
1/4/1999,233.9823,30.125,47.9167,1228.1
1/5/1999,238.3422,30.6563,48.2917,1244.78
1/6/1999,253.1659,32.1875,49.3333,1272.34
1/7/1999,272.6402,33.7813,51.375,1269.73
1/8/1999,269.443,34.9063,50.3333,1275.09
1/11/1999,268.571,34.9688,50.8333,1263.88
1/12/1999,261.5951,33.4375,49.3333,1239.51
1/13/1999,242.7021,32.6563,47.9583,1234.4
1/14/1999,234.8543,31.2188,45.4167,1212.19
1/15/1999,241.8301,32.2813,47.2917,1243.26
1/19/1999,239.2142,32,49.5833,1252
1/20/1999,248.5154,33.0938,51.5833,1256.62
1/21/1999,244.1554,32.875,50.25,1235.16
1/22/1999,240.0862,32.5313,47.875,1225.19
1/25/1999,247.3527,32.3438,49.5833,1233.98
1/26/1999,255.7819,32.4688,49.5,1252.31
1/27/1999,251.7126,31.0313,48.7083,1243.17
1/28/1999,258.1072,32.4375,49.0833,1265.37
1/29/1999,260.7231,33.4375,51.2917,1279.64
2/1/1999,253.4566,32.625,51.2083,1273
2/2/1999,246.7714,31.7188,51.2083,1261.99
2/3/1999,252.5846,31.75,52.875,1272.07
2/4/1999,246.7714,30.5313,51.9583,1248.49
2/5/1999,245.8994,30.375,50.9583,1239.4
2/8/1999,244.4461,30,48.75,1243.77
2/9/1999,237.4702,30,48,1216.14
2/10/1999,241.8301,30.8125,48.7083,1223.55
2/11/1999,249.3873,32.4688,50.75,1254.04
2/12/1999,241.2488,31.4375,49.375,1230.13
2/16/1999,248.5154,32.3125,51.7917,1241.87
2/17/1999,246.7714,32.4375,51.5417,1224.03
2/18/1999,246.4807,32.9688,50.8333,1237.28
2/19/1999,252.0033,32.4375,50.7083,1239.22
2/22/1999,257.8165,32.8125,54,1272.14
2/23/1999,270.3149,33.4375,54.5833,1271.18
2/24/1999,264.7924,31.9688,52.5833,1253.41
2/25/1999,267.9897,32.3125,53,1245.02
2/26/1999,273.2216,32.6563,53.0833,1238.33
3/1/1999,284.848,33.5938,53.8333,1236.16
3/2/1999,274.0935,33.9688,53.5,1225.5
3/3/1999,269.1523,33.4688,53.7917,1227.7
3/4/1999,280.4881,33.25,55.5833,1246.64
3/5/1999,287.1733,34.4375,57.9167,1275.47
3/8/1999,289.2079,34.125,57.2083,1282.73
3/9/1999,291.2426,35.125,58.625,1279.84
3/10/1999,297.6371,35.75,59.2917,1286.84
3/11/1999,306.6476,36.0625,58.7917,1297.68
3/12/1999,306.9383,36.125,58.6667,1294.59
3/15/1999,306.6476,36.9063,58.1667,1307.26
3/16/1999,300.253,36.1875,56.5417,1306.38
3/17/1999,291.8239,35.3438,54.875,1297.82
3/18/1999,299.9624,36.9688,55.9167,1316.55
3/19/1999,298.2184,35.75,55,1299.29
3/22/1999,295.8931,36.25,54.625,1297.01
3/23/1999,284.2667,34.5,53.0417,1262.14
3/24/1999,279.6161,34.0625,52.9167,1268.59
3/25/1999,293.2772,34.9375,54.3333,1289.99
3/26/1999,295.0211,34.9375,53.6667,1282.8
3/29/1999,298.5091,35.625,54.8333,1310.17
3/30/1999,297.6371,35.5,54.625,1300.75
3/31/1999,297.0558,35.3125,54.2083,1286.37
4/1/1999,300.8344,34.5,52.8333,1293.72
4/5/1999,309.2635,35.8125,52.5,1321.12
4/6/1999,312.1702,34.8125,53,1317.89
4/7/1999,333.3884,36.5,56.25,1326.89
4/8/1999,339.783,37.4375,58.625,1343.98
4/9/1999,342.6896,37.1875,57.0417,1348.35
4/12/1999,344.1429,37.4063,58,1358.64
4/13/1999,350.5374,36.7813,58.1667,1349.82
4/14/1999,340.9456,36.0313,57.6667,1328.44
4/15/1999,326.9939,35.9688,57.0417,1322.86
4/16/1999,333.0978,36.5,57.4583,1319
4/19/1999,329.0285,35.875,56.4583,1289.48
4/20/1999,339.2017,36.6875,55.3333,1306.17
4/21/1999,343.2709,36.75,55.6667,1336.12
4/22/1999,348.7935,37.125,57.1667,1358.82
4/23/1999,348.2122,37,56.625,1356.85
4/26/1999,342.9803,36,55.0833,1360.04
4/27/1999,351.1188,37.3438,57.25,1362.8
4/28/1999,347.3402,36.8125,55.75,1350.91
4/29/1999,354.8974,36.5,55.875,1342.83
4/30/1999,349.9561,36,55.1667,1335.18
5/3/1999,348.7935,36.4063,55.1667,1354.63
5/4/1999,335.7137,35.2188,54.9167,1332
5/5/1999,338.3297,35.4688,53.4583,1347.31
5/6/1999,324.6686,34.75,51.7083,1332.05
5/7/1999,326.9939,35.1563,52.2917,1345
5/10/1999,331.6445,34.5625,52.6667,1340.3
5/11/1999,337.167,34.5,53.3333,1355.61
5/12/1999,343.2709,34.5625,54.875,1364
5/13/1999,342.1083,35.3438,56,1367.56
5/14/1999,330.1912,34.25,52.7083,1337.8
5/17/1999,325.5406,34.2813,52.4167,1339.49
5/18/1999,321.1807,34.125,52.4583,1333.32
5/19/1999,327.5752,34.625,53.4583,1344.23
5/20/1999,320.89,34.0313,53.4583,1338.83
5/21/1999,314.7861,33.8438,52.6667,1330.29
5/24/1999,302.869,32.9063,50.5833,1306.65
5/25/1999,292.6959,31.3125,49.2083,1284.4
5/26/1999,300.8344,33,50.25,1304.76
5/27/1999,295.0211,31.25,48.4167,1281.41
5/28/1999,308.1009,32.3438,48.3333,1301.84
6/1/1999,299.0904,31.6875,48.0833,1294.26
6/2/1999,289.9346,31.625,47.2917,1294.81
6/3/1999,293.8585,32.25,47.75,1299.54
6/4/1999,304.7583,32.4375,49.5417,1327.75
6/7/1999,309.1182,33.125,51.1667,1334.52
6/8/1999,300.3984,32.9688,49.9167,1317.33
6/9/1999,302.1423,33.0938,49.2083,1318.64
6/10/1999,294.2945,33.0938,48.75,1302.82
6/11/1999,301.2704,33.7188,49,1293.64
6/14/1999,294.2945,32.9688,49.1667,1294
6/15/1999,305.6303,33.6875,50.125,1301.16
6/16/1999,320.89,34.8125,53.625,1330.41
6/17/1999,326.9939,35.875,53.0417,1339.9
6/18/1999,323.5059,36.0625,53.4583,1342.84
6/21/1999,327.8659,35.875,55.6667,1349
6/22/1999,322.634,35.875,54.375,1335.88
6/23/1999,318.71,35.2813,53.5,1333.06
6/24/1999,305.6303,34.5,53.3333,1315.78
6/25/1999,305.6303,35.1875,54.125,1315.31
6/28/1999,320.454,35.75,55.0833,1331.35
6/29/1999,321.326,36.5,55.0833,1351.45
6/30/1999,331.3538,36.6563,57.75,1372.71
7/1/1999,338.3297,37.25,57.2917,1380.96
7/2/1999,341.3816,37.2188,56.875,1391.22
7/6/1999,339.6376,37.5938,57.375,1388.12
7/7/1999,340.0736,37.25,56.4167,1395.86
7/8/1999,336.1497,37.625,57,1394.42
7/9/1999,340.9456,37.25,56.7917,1403.28
7/12/1999,340.5096,37.2813,56.0833,1399.1
7/13/1999,333.0978,36.9063,55.2083,1393.56
7/14/1999,331.7898,36.9688,54.5,1398.17
7/15/1999,335.7137,37.3438,54.75,1409.62
7/16/1999,341.8176,37.875,54.5417,1418.78
7/19/1999,342.2536,37.0625,54.75,1407.65
7/20/1999,339.2017,35.875,53.9167,1377.1
7/21/1999,331.3538,34.6563,54.2083,1379.29
7/22/1999,334.8417,34.7813,55.5417,1360.97
7/23/1999,330.0458,34.3125,54.2917,1356.94
7/26/1999,329.1738,34.9063,55.25,1347.76
7/27/1999,329.6098,35.125,55.9167,1362.84
7/28/1999,331.7898,35,55.2917,1365.4
7/29/1999,319.146,34.1875,53.5,1341.03
7/30/1999,310.8622,33.1875,51.25,1328.72
8/2/1999,307.3742,32.7813,52.0417,1328.05
8/3/1999,307.8102,32.3125,52.4583,1322.18
8/4/1999,305.6303,31.625,52.2917,1305.33
8/5/1999,306.9383,31.5,52.4167,1313.71
8/6/1999,295.6025,30.0625,50.5,1300.29
8/9/1999,296.4745,30.3125,50.4167,1297.8
8/10/1999,293.8585,30.125,49.5417,1281.43
8/11/1999,305.6303,31.1563,51.2917,1301.93
8/12/1999,306.9383,30.3125,50.5,1298.16
8/13/1999,319.582,31.3438,52.75,1327.68
8/16/1999,323.07,31.25,53.5,1330.77
8/17/1999,332.2258,32.25,55.3333,1344.16
8/18/1999,328.3019,32.625,55.6667,1332.84
8/19/1999,317.4021,32.125,54.9583,1323.59
8/20/1999,323.5059,32.5938,55.875,1336.61
8/23/1999,338.3297,33.25,57.125,1360.22
8/24/1999,340.9456,33.4688,57.7083,1363.5
8/25/1999,340.0736,33.0625,57,1381.79
8/26/1999,331.3538,31.9375,56,1362.01
8/27/1999,326.5579,31.8125,55.4167,1348.27
8/30/1999,312.1702,30.0313,54.2917,1324.02
8/31/1999,309.9902,30.25,55.7917,1320.41
9/1/1999,313.4781,29.9063,54.75,1331.07
9/2/1999,306.9383,29.5313,53.8333,1319.11
9/3/1999,318.274,31.1563,56.6667,1357.24
9/7/1999,312.1702,29.875,54.25,1350.45
9/8/1999,308.6822,29.6875,54.5,1344.15
9/9/1999,304.3223,28.9688,51.6667,1347.66
9/10/1999,301.2704,29.6563,51.5417,1351.66
9/13/1999,299.9624,29.5938,51.9167,1344.13
9/14/1999,301.2704,28.25,51.5833,1336.29
9/15/1999,301.7064,27.75,51.625,1317.97
9/16/1999,301.2704,27.8438,52,1318.48
9/17/1999,304.7583,27.9688,51.7083,1335.42
9/20/1999,307.3742,27.9063,52.2917,1335.53
9/21/1999,297.3464,27.1875,50.625,1307.58
9/22/1999,299.0904,26.7188,51.0833,1310.51
9/23/1999,299.9624,27.3438,50.1667,1280.41
9/24/1999,306.5023,28.7813,50.2083,1277.36
9/27/1999,299.5264,27.8125,49.4167,1283.31
9/28/1999,303.0143,28.0625,49.2083,1282.2
9/29/1999,297.3464,27.1563,48.6667,1268.37
9/30/1999,306.9383,27.8438,50.25,1282.71
10/1/1999,300.8344,27.6875,49.375,1282.81
10/4/1999,310.8622,28.6875,51.5417,1304.6
10/5/1999,315.2221,28.9375,50.4167,1301.35
10/6/1999,323.5059,29.4375,50.625,1325.4
10/7/1999,320.018,28.3125,49.7083,1317.64
10/8/1999,324.8139,28.0313,50.375,1336.02
10/11/1999,320.018,27.1875,49.2083,1335.21
10/12/1999,317.4021,26.7813,48.8333,1313.04
10/13/1999,305.6303,25.9375,47.5833,1285.55
10/14/1999,306.5023,25.375,47.2917,1283.42
10/15/1999,294.7305,24.125,44.3333,1247.41
10/18/1999,305.6303,24.8438,45.5417,1254.13
10/19/1999,313.4781,26.75,47.4167,1261.32
10/20/1999,322.634,27.3125,50.5417,1289.43
10/21/1999,328.7378,27.4688,51.75,1283.61
10/22/1999,336.1497,29.375,54.125,1301.65
10/25/1999,333.0978,29.0313,52,1293.63
10/26/1999,338.3297,29.1563,51.875,1281.91
10/27/1999,357.9493,30.5,55.1667,1296.71
10/28/1999,377.5689,32,59.0417,1342.44
10/29/1999,377.5689,32.1875,58.25,1362.93
11/1/1999,372.337,32.4375,55.7083,1354.12
11/2/1999,374.517,32.125,55.7917,1347.74
11/3/1999,368.8491,31.5,54.9583,1354.93
11/4/1999,373.209,31.75,56.0833,1362.64
11/5/1999,378.8769,32.5313,57.5,1370.23
11/8/1999,376.261,33.0938,56.25,1377.01
11/9/1999,368.4131,31.9688,55.375,1365.28
11/10/1999,367.1051,32,53.7083,1373.46
11/11/1999,363.6172,31.5,54.0833,1381.46
11/12/1999,382.3648,33.25,56.6667,1396.06
11/15/1999,388.4687,32.875,55.1667,1394.39
11/16/1999,405.4724,33.75,57.3333,1420.07
11/17/1999,392.3927,33.2813,54.4167,1410.71
11/18/1999,391.5207,32.6875,55.6667,1424.94
11/19/1999,384.5448,32.5625,55.3333,1422
11/22/1999,387.1608,32,54.5833,1420.94
11/23/1999,381.9289,31.3125,53.25,1404.64
11/24/1999,376.261,30,53.0417,1417.08
11/26/1999,379.3129,30.25,52.7083,1416.62
11/29/1999,374.081,28.4688,51.2917,1407.83
11/30/1999,375.825,29.25,51.5,1388.91
12/1/1999,380.1849,28.9375,51.8333,1397.72
12/2/1999,376.697,28.1875,52.7083,1409.04
12/3/1999,395.8806,28.7188,54.6667,1433.3
12/6/1999,392.8287,27.375,52.5833,1423.33
12/7/1999,398.9325,26.25,52.5417,1409.17
12/8/1999,382.3648,25.3438,51.75,1403.88
12/9/1999,385.4168,25.4688,51.7917,1408.11
12/10/1999,391.5207,26.7813,52.3333,1417.04
12/13/1999,385.8528,26.3125,52.5417,1415.22
12/14/1999,373.209,25.5625,51.0833,1403.17
12/15/1999,380.1849,24.875,50.125,1413.32
12/16/1999,375.825,25.0313,50.125,1418.78
12/17/1999,380.1849,24.2813,48.2917,1421.03
12/20/1999,371.901,24.0313,48.1667,1418.09
12/21/1999,385.4168,24.7188,50,1433.43
12/22/1999,383.2368,24.375,49.9583,1436.13
12/23/1999,390.6487,24.6875,51.6667,1458.34
12/27/1999,379.3129,24.5,51,1457.1
12/28/1999,387.1608,24.6563,51.4167,1457.66
12/29/1999,382.8008,24.9375,51.7083,1463.46
12/30/1999,385.8528,25.3438,52.0417,1464.47
12/31/1999,387.5967,25.0938,51.7917,1469.25
1/3/2000,368.8491,24.2188,48.5833,1455.22
1/4/2000,352.7174,22.7813,47.1667,1399.42
1/5/2000,354.4614,23.0313,46.9583,1402.11
1/6/2000,378.0049,24.625,47.6667,1403.45
1/7/2000,380.1849,24.3438,48.5,1441.47
1/10/2000,375.825,23.4375,47.6667,1457.6
1/11/2000,371.0291,23,46.5417,1438.56
1/12/2000,382.8008,23.25,46.8333,1432.25
1/13/2000,387.5967,23.7813,47.5417,1449.68
1/14/2000,404.6004,25.1875,49.2917,1465.15
1/18/2000,402.8565,23.9063,47.3333,1455.14
1/19/2000,416.3722,23.5313,49.1667,1455.9
1/20/2000,401.1125,23,48.6667,1445.57
1/21/2000,393.7006,22.8438,48.625,1441.36
1/24/2000,385.8528,22.5,48.6667,1401.53
1/25/2000,389.3407,22.5625,49.75,1410.03
1/26/2000,404.1644,23.5625,52.2917,1404.09
1/27/2000,411.5763,24.125,53.7917,1398.56
1/28/2000,391.5207,22.875,51.125,1360.16
1/31/2000,400.6765,24.2188,53.625,1394.46
2/1/2000,406.3444,24.2188,55.75,1409.28
2/2/2000,398.0606,23.7813,54.875,1409.12
2/3/2000,391.9567,23.2188,55.4583,1424.97
2/4/2000,382.8008,22.6875,54.4167,1424.37
2/7/2000,380.6209,22.5625,55.2083,1424.24
2/8/2000,388.9047,23.5625,56.7083,1441.72
2/9/2000,378.0049,23.0313,55.125,1411.7
2/10/2000,374.517,22.4375,55.4167,1416.83
2/11/2000,376.261,22.5938,54.875,1387.12
2/14/2000,367.9771,22.125,52.7083,1389.94
2/15/2000,378.8769,22.875,54.0417,1402.05
2/16/2000,373.209,22.5938,53,1387.67
2/17/2000,366.2331,22.3125,52.25,1388.26
2/18/2000,358.3853,21.8438,49.8333,1346.09
2/22/2000,357.5133,22.4688,51.5,1352.17
2/23/2000,353.5894,22.875,51.4583,1360.69
2/24/2000,344.8695,22.4063,50.6667,1353.43
2/25/2000,335.2777,22.125,50.25,1333.36
2/28/2000,344.4336,22.9688,51.9583,1348.05
2/29/2000,360.5653,23.0313,53.0833,1366.42
3/1/2000,361.8732,22.7813,54.6667,1379.19
3/2/2000,360.1293,22.5313,53.7083,1381.76
3/3/2000,372.773,22.5,54.0833,1409.17
3/6/2000,364.9252,22.5,55.625,1391.28
3/7/2000,351.4094,22,54.5417,1355.62
3/8/2000,347.9215,21.8125,52.6667,1366.7
3/9/2000,350.5374,21.5313,54.0833,1401.69
3/10/2000,341.3816,21.4375,52.4583,1395.07
3/13/2000,341.8176,21.5938,53.4583,1383.62
3/14/2000,346.6135,21.3125,52.625,1359.15
3/15/2000,363.6172,22.9375,55.4167,1392.15
3/16/2000,397.1886,24.6875,60.0833,1458.47
3/17/2000,397.6246,24.9688,60.6667,1464.47
3/20/2000,391.0847,24.8125,57.7083,1456.63
3/21/2000,405.0364,25.875,59.875,1493.87
3/22/2000,410.7043,25.7188,61.3333,1500.64
3/23/2000,431.1959,27.0938,65.6667,1527.35
3/24/2000,422.0401,27.2188,64.125,1527.46
3/27/2000,418.9882,27.0625,63.125,1523.86
3/28/2000,425.528,26.8438,62.8333,1507.73
3/29/2000,422.9121,26,59.9167,1508.52
3/30/2000,415.0642,25.3438,57.9167,1487.92
3/31/2000,413.7563,26.2188,58.125,1498.58
4/3/2000,432.0679,27.75,62,1505.97
4/4/2000,412.0123,27.1563,57.6667,1494.73
4/5/2000,408.9603,26.9688,57.5833,1487.37
4/6/2000,413.7563,26.7188,58.2917,1501.34
4/7/2000,411.5763,26.1563,57.5833,1516.35
4/10/2000,434.2479,26.4063,58.75,1504.46
4/11/2000,442.5317,26.1563,57.3333,1500.59
4/12/2000,440.3518,27.3125,57.875,1467.17
4/13/2000,433.3759,26.4063,56.2083,1440.51
4/14/2000,401.9845,24.9688,52.5833,1356.56
4/17/2000,415.9362,25.1563,52.4167,1401.44
4/18/2000,435.1199,25.3438,53.8333,1441.61
4/19/2000,416.3722,24.7188,52,1427.47
4/20/2000,427.272,24.7813,51.5417,1434.54
4/24/2000,430.7599,25.75,49.7917,1429.86
4/25/2000,449.0716,26.7188,52.0417,1477.44
4/26/2000,437.2998,25.875,50.9583,1460.99
4/27/2000,429.452,25.625,49.25,1464.92
4/28/2000,414.6282,24.5,48.0417,1452.43
5/1/2000,420.7321,25,49.1667,1468.25
5/2/2000,426.4,24.8125,50.6667,1446.29
5/3/2000,419.4242,24.4375,49.5,1415.1
5/4/2000,408.9603,24,48.625,1409.57
5/5/2000,415.5002,23.7813,48.125,1432.63
5/8/2000,419.4242,24.125,48,1424.17
5/9/2000,413.7563,24.0938,47.25,1412.14
5/10/2000,393.7006,23.25,45.875,1383.05
5/11/2000,411.1403,23.6875,46.5,1407.81
5/12/2000,419.8601,24.3125,47.9583,1420.96
5/15/2000,438.6078,25.3125,49.75,1452.36
5/16/2000,430.3239,24.6563,49.5,1466.04
5/17/2000,429.452,24.6563,49.1667,1447.8
5/18/2000,430.3239,25.1563,50.0833,1437.21
5/19/2000,425.092,24.8438,48.3333,1406.95
5/22/2000,427.708,25.125,48.125,1400.72
5/23/2000,434.6839,26.2813,48.75,1373.86
5/24/2000,425.964,28.0625,47.8333,1399.05
5/25/2000,408.5244,27.6563,46.8333,1381.52
5/26/2000,406.3444,27.3125,47,1378.02
5/30/2000,420.7321,27.4688,49,1422.45
5/31/2000,433.8119,27.7813,49.7917,1420.6
6/1/2000,443.8397,28.4063,51.4167,1448.81
6/2/2000,462.1514,30.4063,53.7917,1477.26
6/5/2000,463.4593,29.6563,52.9167,1467.63
6/6/2000,452.1235,28.4688,51.3333,1457.84
6/7/2000,461.7154,28.9063,51.25,1471.36
6/8/2000,449.9436,28.4375,50.7917,1461.67
6/9/2000,446.4556,28,48.9167,1456.95
6/12/2000,446.4556,28.25,48.625,1446
6/13/2000,455.6115,27.8438,48.1875,1469.44
6/14/2000,468.2552,27.6563,50.0625,1470.54
6/15/2000,452.5595,25.9688,47.5,1478.73
6/16/2000,437.2998,23.7188,45.4375,1464.46
6/19/2000,446.4556,24.3125,46.875,1486
6/20/2000,449.0716,24.25,47.9375,1475.95
6/21/2000,439.4798,23.5,46.875,1479.13
6/22/2000,433.3759,23.5,46.375,1452.18
6/23/2000,431.6319,23.6875,46.5625,1441.48
6/26/2000,446.8916,23.9688,47.5625,1455.31
6/27/2000,444.7117,23.5313,47.9375,1450.55
6/28/2000,447.3276,22.6875,47,1454.82
6/29/2000,438.1718,22.7188,47.625,1442.39
6/30/2000,420.2961,21.5,46.0625,1454.6
7/3/2000,435.5559,22.5,47.5625,1469.54
7/5/2000,441.2237,22.6563,47.75,1446.23
7/6/2000,445.5837,22.9063,48,1456.67
